compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_royal_air_maroc";"Royal Air Maroc";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « On request » — Animals over 70 kg travel as freight.";"https://www.royalairmaroc.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_royal_jordanian";"Royal Jordanian";"cabin";"accepted_with_conditions";"éditorial « Under conditions » — 7 kg (15 lb) crate included, 50 × 40 × 26 cm, Economy class only, flights of 5 h maximum, two animals per flight (one forward, one aft). Boo";"https://www.rj.com/en/info-and-tips/special-services/flying-with-pets";"« The carriage of pets (Cats and Dogs) in passenger cabin is only permitted in Economy Class Cabins and is subject to the following conditions: » (Flying with Pets → carriage of pets in passenger cabin, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — Middle East: USD 85 | fareList : Cabin — Europe 1 (Athens, Istanbul, Larnaca): USD 100 | fareList : Cabin — Europe 2: USD 180–185";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_royal_jordanian";"Royal Jordanian";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs and cats, four crates maximum per aircraft, booked 48 h ahead. Three published sizes — up to 32 kg / 203 cm, 32–45 kg under 203 cm, and";"https://www.rj.com/en/info-and-tips/special-services/flying-with-pets";"« Pets such as dogs, cats accompanying a passenger on the same flight may be accepted as checked baggage. » (Flying with Pets → Pets Checked as Baggage, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — within the Middle East (small crate): USD 175 | fareList : Hold — Europe (small crate): USD 300 | fareList : Hold — United States (small crate): USD 400 | fareList : Hold — large crate: up to USD 800";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_royal_jordanian";"Royal Jordanian";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — Royal Jordanian publishes no cargo policy for animals — no conditions, no crate limits, no rates. Ask the cargo department directly for an u";"https://www.rj.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_ryanair";"Ryanair";"cabin";"denied";"éditorial « No pets » — No pets in the cabin — only certified guide/assistance dogs. Emotional-support dogs aren't recognised.";"https://help.ryanair.com/hc/en-us/articles/12890968181521-Does-Ryanair-carry-animals";"« We do not carry animals on board any Ryanair flights, except guide/assistance dogs on certain routes. » (Does Ryanair carry animals?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ryanair";"Ryanair";"hold";"denied";"éditorial « Not carried » — Ryanair doesn't carry animals in the hold.";"https://help.ryanair.com/hc/en-us/articles/12890968181521-Does-Ryanair-carry-animals";"« We do not carry animals on board any Ryanair flights, except guide/assistance dogs on certain routes. » (Does Ryanair carry animals?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ryanair";"Ryanair";"cargo";"denied";"éditorial « Not offered » — No pet cargo or animal freight service.";"https://oat.ryanair.com/hr/en/useful-info/help-centre/terms-and-conditions";"« We do not carry cargo on our flights. » (General Terms & Conditions of Carriage → 8.8 Animals, cargo and human ashes → 8.8.2, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_sas";"SAS Scandinavian";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dog or cat (8 weeks+) ≤ 8 kg incl. carrier in a soft carrier under the seat (max 40 × 25 × 23 cm); up to 2 per carrier. Not in Busines | plafond hérité 8 kg (chien + contenant)";"https://www.flysas.com/en/travel-info/travel-with-pets/cabin";"« Max weight: 8 kg (including pet). » (Pet in cabin → Pet carrier requirements, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (domestic → China): €55–149";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_sas";"SAS Scandinavian";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dogs & cats only (≤ 50 kg incl. container) in a travel crate; two similar pets (≤ 14 kg each) may share, except to the US. | brachycéphales refusés (hérité)";"https://www.flysas.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold (domestic → China): €90–725";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_sas";"SAS Scandinavian";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via forwarder » — Required to China, the UK and the UAE, or if the pet doesn't meet hold criteria. Via a freight forwarder.";"https://www.flysas.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_saudia";"Saudia";"cabin";"denied";"éditorial « Cats only » — Cats & small birds in the cabin (≤ 5 kg incl. container, max 52.5 × 32.5 × 40 cm); falcons hooded with a handler. Dogs aren't allowed in the";"https://booking-uat.dcloud.saudia.com/book/flight-information/travelling-with-pets";"« Dogs must be transported in the cargo hold (holds are equipped with ventilation systems). » (Travelling with Pets & Animals → Regulations, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — cats (≤ 5 kg): $100";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_saudia";"Saudia";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs must travel in the ventilated hold; cats & birds may too. Service dogs are carried free in the hold.";"https://booking-uat.dcloud.saudia.com/book/flight-information/travelling-with-pets";"« Dogs must be transported in the cargo hold (holds are equipped with ventilation systems). » (Travelling with Pets & Animals → Regulations, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — dogs / cats: $300";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_saudia";"Saudia";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Large or wild animals are cargo-only, and dogs to the USA are accepted only via Saudia Cargo.";"https://www.saudia.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (large / US dogs): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_singapore_airlines";"Singapore Airlines";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — No pets in the cabin — only trained assistance dogs. Cats & dogs travel in the hold.";"https://www.singaporeair.com/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_singapore_airlines";"Singapore Airlines";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Cats & dogs (min. 3 months) as checked baggage in a temperature-controlled hold; combined ≤ 32 kg. Not on Boeing 737 or SQ21/23. | brachycéphales refusés (hérité)";"https://www.singaporeair.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold (≤ 32 kg): Excess-baggage rate";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_singapore_airlines";"Singapore Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « On request » — Over 32 kg combined, arrange transport via a cargo agent.";"https://www.singaporeair.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (> 32 kg): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_sky_express";"Sky Express";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Up to 8 kg (pet + carrier), soft-sided carrier preferred, 55 × 40 × 20 cm, stays under the seat. One pet per passenger, at least 12 weeks ol";"https://www.skyexpress.gr/en/sky-experience/sky-pets";"« Dogs and cats weighing up to 8 kg » (Carriage of animals in the cabin (up to 8kg), en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_sky_express";"Sky Express";"hold";"accepted_with_conditions";"éditorial « Allowed on ATR aircraft only » — For animals over 8 kg, up to 25 kg (pet + crate). Rigid crate 70 × 50 × 51.5 cm, wheels removed, absorbent bedding on the floor. Offered on ";"https://www.skyexpress.gr/en/sky-experience/sky-pets";"« Dogs and cats weighing more than 8 kilograms » (Transporting animals in the aircraft hold (weight more than 8kg), en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_sky_express";"Sky Express";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — No dedicated unaccompanied-cargo pet service is described anywhere on the official site — only accompanied cabin/hold travel exists as a doc";"https://www.skyexpress.gr";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_smartwings";"Smartwings";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs ≤ 8 kg incl. crate in a waterproof-bottomed crate under the seat (max 43 × 30 × 27 cm); max 2 dogs per flight.";"https://www.smartwings.com/en/fees-and-charges/?layout=default";"« Pet in cabin (1 piece up to 8 kg / leg) » (Fees and charges → Price list of additional services → PETC, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): €100 / way";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_smartwings";"Smartwings";"hold";"accepted_with_conditions";"éditorial « Allowed » — Animals over cabin limits (8–32 kg incl. box) as checked baggage if the aircraft allows.";"https://www.smartwings.com/en/fees-and-charges/?layout=default";"« Animal in hold (1 piece up to 32 kg / leg) » (Fees and charges → Price list of additional services → AVIH, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (8–32 kg): €200 / way";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_smartwings";"Smartwings";"cargo";"aucune politique";"—";"https://www.smartwings.com/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"D";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_south_african_airways";"South African Airways";"cabin";"denied";"éditorial « Forbidden » — No pet travels in the SAA cabin, on any route, at any size. Only guide dogs are accepted, free of charge.";"https://www.flysaa.com/manage-fly/baggage/checked-baggage/animals";"« No pets permitted in Cabin. » (Travelling with Animals → PETC – Animals Accompanying Passengers Onboard the Aircraft, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin: Not allowed";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_south_african_airways";"South African Airways";"hold";"accepted_with_conditions";"éditorial « SA domestic only » — South African domestic flights only. Crate no bigger than 1 m × 1 m, animal and crate together up to 23 kg, check-in 90 minutes before depar";"https://www.flysaa.com/manage-fly/baggage/checked-baggage/special-baggage";"« Depending on the individual circumstances, pets must be carried either as cargo, or as checked baggage in the hold. » (Special Baggage → Travelling with Pets, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — SA domestic: ZAR 300 incl. VAT (see note)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_south_african_airways";"South African Airways";"cargo";"accepted_with_conditions";"éditorial « Compulsory abroad » — Every international journey goes through cargo, under an air waybill — including when Johannesburg is only a transit point on your itinerary";"https://www.flysaa.com/manage-fly/baggage/checked-baggage/animals";"« All animals (Pets) and animal products are not allowed via the security check point & must be transported as manifested cargo under an Air Waybill, also in case of transit if transhipment is involved. » (Travelling with Animals → International Travel to & from South Africa, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_sunexpress";"SunExpress";"cabin";"accepted_with_conditions";"éditorial « Allowed » — 8 kg (pet + carrier), ventilated waterproof carrier up to 55 × 40 × 23 cm. No emergency-exit seats. Book by phone via the service centre at  | plafond hérité 8 kg (chien + contenant)";"https://www.sunexpress.com/en-gb/information/luggage-info/transporting-animals/";"« one dog or cat weighing up to 8 kg (incl. container) » (Transporting animals → Carriage of animals inside cabin, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_sunexpress";"SunExpress";"hold";"accepted_with_conditions";"éditorial « Allowed, terms underspecified » — Priced for animals over 8 kg, but the site never states an upper weight ceiling for hold travel, and never explicitly says ""pets over 8 kg m";"https://www.sunexpress.com/en-gb/information/luggage-info/transporting-animals/";"« Dogs and cats weighing more than 8 kg » (Transporting animals → Travelling in the animal compartment, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_sunexpress";"SunExpress";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via Lufthansa Cargo / Turkish Cargo » — A separate SunExpress Cargo department accepts live animals internationally ""only if veterinary facilities are available at both the departu";"https://www.sunexpress.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_swiss";"SWISS";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats ≤ 8 kg incl. carrier in a soft bag under the seat (max 55 × 40 × 23 cm); max 2, min 12 weeks. Signed cabin form required. | plafond hérité 8 kg (chien + contenant)";"https://www.swiss.com/xx/en/prepare/special-care/animals-travelling";"« Dogs and cats weighing up to 8 kg (weight including travel carrier) » (Travelling with animals → The following animals can travel in the cabin, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): CHF 75–140";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_swiss";"SWISS";"hold";"accepted_with_conditions";"éditorial « Allowed » — Non-snub-nosed dogs & cats over 8 kg as excess baggage in the air-conditioned hold, travel crate. Stricter ventilation rules from May 2026. | brachycéphales refusés (hérité)";"https://www.swiss.com/xx/en/prepare/special-care/animals-travelling";"« Dogs and cats that do not belong to snub-nosed breeds and weigh more than 8 kg (weight including transport container) or are travelling in a transport container exceeding the permitted size (max. 118 cm; 55 x 40 x 23 cm). » (Travelling with animals → The following animals travel in the hold, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (by zone & crate size): CHF 115–440";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_swiss";"SWISS";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Unaccompanied animals or countries requiring cargo (UK, Ireland, UAE, Hong Kong, South Africa). Zurich Animal Care Center.";"https://www.swiss.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_tap";"TAP Air Portugal";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats only (min 10 weeks) ≤ 8 kg incl. carrier in a soft carrier under the seat (max 45 × 30 × 23 cm); 1 carrier per passenger. Not in | plafond hérité 8 kg (chien + contenant)";"https://www.flytap.com/en-gb/information/traveling-with-animals/pets";"« Maximum total weight: 8 kg / 17 lbs (pets + carrier). » (Transporting pets in the cabin → Weight and size, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (domestic → intercontinental): €40–170";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_tap";"TAP Air Portugal";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats in a hard carrier; up to 32 kg (to US/Hungary/France/Netherlands) or 45 kg elsewhere. Snub-nosed breeds barred. | brachycéphales refusés (hérité)";"https://www.flytap.com/en-gb/information/traveling-with-animals/pets";"« Up to 32 kg / 70 lbs on flights to, from, or with a stopover in the US, Hungary, France and the Netherlands. » (Aircraft hold → Maximum total weight, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — up to 32 kg: €78–250 | fareList : Hold — 32–45 kg: €128–320";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_tap";"TAP Air Portugal";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Other species, over hold limits, and always on Lisbon–Luanda.";"https://www.flytap.com/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_tarom";"TAROM";"cabin";"accepted_with_conditions";"éditorial « Allowed » — 8 kg cage included, 42 × 26 × 20 cm. Rigid cage or soft bag — but on ATR aircraft only soft bags are accepted. One cage per passenger; sever | plafond hérité 8 kg (chien + contenant)";"https://www.tarom.ro/en/informatii-pasageri/despre-calatorie/calatoria-cu-animale-de-companie/la-bordul-avionului/";"« TAROM accepts only cats and dogs in the passenger cabin, weighing up to 8 kilos (including the weight of the standard transportation cage). » (In the cabin → opening paragraph, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_tarom";"TAROM";"hold";"accepted_with_conditions";"éditorial « Not on the A320 » — Above 8 kg and up to 75 kg cage included, from 12 weeks old. Forbidden on the A320 — a common aircraft on this network. ATR 72 takes one cra | brachycéphales refusés (hérité)";"https://www.tarom.ro/en/travelling-with-pets/in-aircraft-hold";"« Dogs and cats weighing more than 8kg can be transported safely in the hold » (In the hold → opening paragraph, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_tarom";"TAROM";"cargo";"accepted_with_conditions";"éditorial « Compulsory in three cases » — Cargo is the only route for any species other than dogs and cats, for dogs over 40 kg (crate with a solid wood frame), and once the number o";"https://www.tarom.ro/en/travelling-with-pets/in-aircraft-hold";"« May be accepted only as cargo. » (In the hold → Conditions for Transport → For dogs over 40 kg, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_thai_airways";"Thai Airways";"cabin";"denied";"éditorial « Not allowed » — Pets are generally not in the cabin — only trained service dogs.";"https://www.thaiairways.com/en-th/content/special-assistance/travel-with-pets/pets-in-cabin/";"« As a general policy, we do not accept pets in the cabin for travel, except for the conditions listed above. » (Pets in Cabin Policy → Pets Other than Service Animals, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_thai_airways";"Thai Airways";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats only as checked baggage (AVIH) on your flight, up to 70 kg incl. container; over 4 months (intl). Not on A320 or several routes. | brachycéphales refusés (hérité)";"https://www.thaiairways.com/en-tw/content/special-assistance/travel-with-pets/pets-as-checked-baggage-avih/";"« accept dog/cat for carriage as checked baggage » (Pets as Checked Baggage (AVIH) → Conditions for Acceptance, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — international (≤ 32 kg): $320 | fareList : Hold — international (32–70 kg): $540 | fareList : Hold — domestic (≤ 70 kg): THB 1,500";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_thai_airways";"Thai Airways";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — The 34 embargoed dog breeds and cargo acceptance go via THAI Cargo.";"https://www.thaicargo.com/en/product-view/1/live-animals---pets";"« The acceptance of live - animal consignments is subject to the conditions described in the IATA's Live Animals Regulations and to TG's Regulations » (Live Animals & Pets → opening paragraph, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_transavia";"Transavia";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats (min 15 weeks) ≤ 8 kg incl. carrier in a soft, closable carrier under the seat (max 40 × 30 × 24 cm). | plafond hérité 8 kg (chien + contenant)";"https://www.transavia.com/help/en-eu/children-pets-groups/pets-on-board/cabin";"« Maximum weight of the pet, including the carrying bag: 8 kg. » (Weight, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): €50–180";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_transavia";"Transavia";"hold";"accepted_with_conditions";"éditorial « Allowed » — Max 2 pets in a heated, climate- & pressure-controlled hold (pet + kennel ≤ 75 kg), travel crate. Snub-nosed breeds barred. | brachycéphales refusés (hérité)";"https://www.transavia.com/help/en-eu/children-pets-groups/pets-on-board/hold-luggage-pet";"« You may transport your pet in our cargo hold. » (Can my pet travel in the luggage hold?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (≤ 75 kg): €77–100+";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_transavia";"Transavia";"cargo";"aucune politique";"—";"https://www.transavia.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"D";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_tui_airways";"TUI Airways";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — No pet travels in the passenger cabin, whatever its size — TUI says so in as many words. Only recognised assistance dogs are admitted.";"https://www.tui.co.uk";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin: Not available";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_tui_airways";"TUI Airways";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — You can't check a pet in with your luggage. The animal does fly in the hold, but never on your passenger ticket — it has to be a cargo booki";"https://www.tui.co.uk";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold as cargo: Quote from ECS Group";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_tui_airways";"TUI Airways";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Only route » — Everything goes through ECS Group (pets@ecsgroup.aero), a third-party handler. Booking, acceptance and pricing are theirs, not TUI's — which";"https://www.tui.co.uk";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold as cargo: Quote from ECS Group";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_tunisair";"Tunisair";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Cats, dogs, hamsters, turtles & small birds in a closed carrier the pet can stand and turn in (birds' cage covered); ≤ 8 kg incl. carrier an | plafond hérité 8 kg (chien + contenant)";"https://www.tunisair.com/fr/conditions-generales-de-transport";"« les chiens d’un poids maximal de 08 kg y compris le contenant et la nourriture » (Conditions générales de transport → 10.2.1 Animaux voyageant en cabine, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — from Tunisia (zones 1–4): 100–225 TND | fareList : Cabin — to Tunisia (zones 1–4): €50–125";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
